system:index,NBR_amp,NBR_mean,NBR_pha,NDMI_amp,NDMI_mean,NDMI_pha,NDVI_amp,NDVI_mean,NDVI_pha,cls,elev,ptid,slope,.geo
447_0,0.0296355565173047,0.61048204,2.569126740943221,0.037266631548750345,0.34877974,2.2911485180963362,0.04543113624529834,0.8071803,2.2945500774017997,2,2404,447,12.961436,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,0.05204428421721725,0.66824067,-3.0906928503892086,0.05408678326084518,0.3859545,-2.8707721382481814,0.041756956901283386,0.83015597,2.812638676797288,2,2549,448,16.87986,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,0.031004130171424768,0.65752065,3.0421757685478963,0.028408655581361495,0.3717519,3.0378009100940755,0.040037056544322554,0.83150864,2.6006328271907257,2,2749,449,22.054686,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,0.04472552391065793,0.6762689,2.7570617974291105,0.05179469493603493,0.39826956,2.6196834456205718,0.03878369195978655,0.8223393,2.769453587104491,2,2557,450,39.80363,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,0.05440070800703199,0.62352896,2.9747714202193865,0.04636513118886231,0.3475334,3.1152107281353634,0.052116633120299086,0.7988058,2.678962224673668,2,2929,451,29.134361,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,0.05140843625923505,0.60421234,3.015375352372886,0.06284521859781719,0.36623022,2.959248651290277,0.07019988288023186,0.7921475,2.5407356388680142,2,2902,452,46.901962,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,0.03159130827347339,0.68869406,-2.904197412154789,0.023047964925999257,0.41788128,2.8631992376025828,0.039932258696191596,0.8190476,2.7357963135837733,2,2312,453,32.012684,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,0.049604685185123426,0.60746723,2.17250620571269,0.05132222185789299,0.32958212,2.1994366624918626,0.04026047558666257,0.7975849,2.3822748013717034,2,2475,454,17.312534,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,0.05290218414960879,0.59160405,2.9625199795597,0.047148539898658026,0.31296352,3.066197904082401,0.05627576451701734,0.8019803,2.6761416136028586,2,3137,455,17.202757,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,0.14280537761359807,0.44795617,2.022876940116067,0.11738046894082083,0.2296405,2.0147332370381967,0.16222733732869754,0.63475865,1.9550623430277703,2,2732,456,42.112114,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,0.05759420810231018,0.6521316,2.8126259495556183,0.053956822324368006,0.3807057,2.981470191914969,0.0667932743367411,0.8184384,2.682296764433579,2,3070,457,21.011328,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,0.037635103096891234,0.6639093,-2.979997640521016,0.04033654248014319,0.37540004,-3.132334603630168,0.040741544152458745,0.8374626,3.101780843542235,2,2538,458,18.152538,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,0.035517929353817417,0.6004961,3.100879995790461,0.0516526667649183,0.34431922,2.484251235629956,0.028908531602599218,0.7836069,-2.7137585269598477,2,2486,459,36.085724,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,0.040408883592103796,0.64276373,3.130833450687743,0.04226087371408368,0.36087605,-3.0230700164100592,0.03360736108432069,0.80351335,2.8607141259732454,2,2232,460,35.365192,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,0.046394275794662675,0.6589691,2.4885473475123963,0.04390863315874833,0.38121048,2.5895153748694644,0.03460424614370858,0.8277839,2.6017226507394486,2,2275,461,22.099634,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,0.03873224264175423,0.6714531,2.6491912313394863,0.03216865004332926,0.3879023,2.663676614451084,0.0451212415916429,0.82735056,2.310044941254202,2,2913,462,16.057196,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,0.050080493100754304,0.598173,-2.7371542532242716,0.043709745397591336,0.30618533,-2.7563276833538617,0.04913127937952894,0.7922764,-3.0471788874760164,2,2291,463,34.84015,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,0.03357504873414404,0.6466291,-2.462258706973595,0.016769215231483222,0.4038272,-2.9209150387663363,0.05480693876359323,0.8050238,3.087018490180046,2,2648,464,23.11423,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,0.06065933427852647,0.36344674,3.0867245708543423,0.03874418452090467,0.14323698,-2.9710193416520463,0.059405934812520614,0.554848,2.596176055986388,2,2502,465,29.712667,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,0.023914564222505676,0.6711792,-2.5475259084052517,0.04636042669459692,0.44379696,2.1069204591547748,0.03721881067213717,0.80470634,-2.4040364006477444,2,2828,466,34.750427,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,0.06845549359309527,0.59102577,-2.695394286764379,0.063959467068249,0.30604526,-2.5933673253696217,0.04922837103716816,0.7813307,-2.998284586173672,2,2022,467,28.444784,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0,0.04899825050683093,0.6519812,2.768319608650569,0.060890089921423626,0.37462446,2.613961402989469,0.039536339627161944,0.8252759,2.7794109124658557,2,2748,468,40.08307,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,0.038976631813824145,0.63053685,3.083048278848853,0.034592923125948846,0.34002298,-3.015461778530727,0.040174999336308255,0.8084709,2.8563021326635534,2,2376,469,32.82144,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,0.03735748752581165,0.62746775,2.9036762423476152,0.030434828264580185,0.35202584,3.1048444346765653,0.04672206707802906,0.80370486,2.715341219245083,2,2521,470,20.442125,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,0.02847921122737011,0.6420001,2.6203295730249323,0.04162710062490657,0.38352033,2.5746738554556727,0.04019921570356556,0.79459196,2.706594007578066,2,2613,471,34.166763,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,0.07827277002807748,0.62962395,2.9214443627197153,0.07487520957240512,0.35989034,2.718898746968074,0.0605771374129134,0.8145679,3.0040121491663467,2,1087,472,19.099386,"{""type"":""MultiPoint"",""coordinates"":[]}"
